Date,Return
10/31/2025,-0.0060999999999999995
10/30/2025,-0.0004
10/29/2025,-0.0037
10/28/2025,-0.0134
10/27/2025,-0.0032
10/24/2025,0.0009
10/23/2025,-0.0045000000000000005
10/22/2025,-0.0007000000000000001
10/21/2025,-0.001
10/20/2025,-0.0007000000000000001
10/17/2025,-0.0045000000000000005
10/16/2025,0.0138
10/15/2025,0.0076
10/14/2025,-0.004
10/13/2025,0.0003
10/10/2025,-0.0101
10/09/2025,-0.0031
10/08/2025,0.0101
10/07/2025,-0.0024
10/06/2025,0.0034999999999999996
10/03/2025,0.0064
10/02/2025,0.0054
10/01/2025,0.0207
09/30/2025,0.0086
09/29/2025,0.0064
09/26/2025,0.0045000000000000005
09/25/2025,-0.0086
09/24/2025,-0.0102
09/23/2025,-0.0019
09/22/2025,0.0014000000000000002
09/19/2025,0.005
09/18/2025,0.0042
09/17/2025,-0.0016
09/16/2025,-0.0103
09/15/2025,-0.0040999999999999995
09/12/2025,-0.008
09/11/2025,0.0062
09/10/2025,-0.0052
09/09/2025,-0.0026
09/08/2025,-0.004699999999999999
09/05/2025,-0.001
09/04/2025,0.015
09/03/2025,0.0092
09/02/2025,-0.0072
09/01/2025,-0.0009
08/29/2025,-0.0026
08/28/2025,0.001
08/27/2025,0.0038
08/26/2025,-0.0037
08/25/2025,-0.0048
08/22/2025,0.0019
08/21/2025,-0.0028000000000000004
08/20/2025,0.0052
08/19/2025,0.0116
08/18/2025,-0.0002
08/15/2025,0.0060999999999999995
08/14/2025,0.0019
08/13/2025,0.0078000000000000005
08/12/2025,0.0014000000000000002
08/11/2025,0.0003
08/08/2025,0.0015
08/07/2025,0.008
08/06/2025,-0.0087
08/05/2025,0.0034000000000000002
08/04/2025,-0.0015
07/31/2025,-0.008
07/30/2025,-0.0023
07/29/2025,0.0037
07/28/2025,-0.0034000000000000002
07/25/2025,-0.0075
07/24/2025,-0.0026
07/23/2025,0.0154
07/22/2025,-0.0036
07/21/2025,-0.0038
07/18/2025,0.0018
07/17/2025,0.0043
07/16/2025,0.0008
07/15/2025,-0.0032
07/14/2025,0.0002
07/11/2025,-0.016
07/10/2025,0.0104
07/09/2025,0.003
07/08/2025,0.0013
07/07/2025,-0.0015
07/04/2025,-0.0005
07/03/2025,-0.0012
07/02/2025,0.0024
07/01/2025,0.0034999999999999996
06/30/2025,-0.0049
06/27/2025,0.0084
06/26/2025,0.0
06/25/2025,-0.0091
06/24/2025,0.0113
06/23/2025,-0.0014000000000000002
06/20/2025,0.0
06/19/2025,-0.0074
06/18/2025,-0.004
06/17/2025,-0.0069
06/16/2025,-0.0045000000000000005
06/13/2025,-0.0144
06/12/2025,0.0006
06/11/2025,-0.0029
06/10/2025,-0.0012
06/06/2025,0.0039000000000000003
06/05/2025,0.0016
06/04/2025,0.0048
06/03/2025,0.0034000000000000002
06/02/2025,-0.0024
05/30/2025,0.0033
05/28/2025,-0.011200000000000002
05/27/2025,0.0006
05/26/2025,0.0097
05/23/2025,-0.0058
05/22/2025,-0.0089
05/21/2025,-0.0022
05/20/2025,0.0040999999999999995
05/19/2025,0.0018
05/16/2025,0.0088
05/15/2025,0.0078000000000000005
05/14/2025,-0.0027
05/13/2025,-0.0044
05/12/2025,0.0109
05/09/2025,0.0021
05/08/2025,-0.0043
05/07/2025,-0.0096
05/06/2025,-0.0002
05/05/2025,-0.0017000000000000001
05/02/2025,0.0113
04/30/2025,0.0042
04/29/2025,0.0032
04/28/2025,0.0072
04/25/2025,0.0021
04/24/2025,0.0092
04/23/2025,0.0139
04/22/2025,-0.0013
04/17/2025,0.0054
04/16/2025,-0.001
04/15/2025,0.0096
04/14/2025,0.0231
04/11/2025,-0.0004
04/10/2025,0.032799999999999996
04/09/2025,-0.0415
04/08/2025,0.0282
04/07/2025,-0.0516
04/04/2025,-0.051399999999999994
04/03/2025,-0.0245
04/02/2025,-0.0077
04/01/2025,0.006999999999999999
03/31/2025,-0.0189
03/28/2025,-0.0021
03/27/2025,-0.0067
03/26/2025,-0.0046
03/25/2025,0.001
03/24/2025,-0.005699999999999999
03/21/2025,-0.0017000000000000001
03/20/2025,0.0043
03/19/2025,-0.0016
03/18/2025,0.0003
03/17/2025,0.0109
03/14/2025,0.0063
03/13/2025,-0.0025
03/12/2025,0.0139
03/11/2025,-0.024700000000000003
03/10/2025,-0.0048
03/07/2025,0.0036
03/06/2025,-0.0064
03/05/2025,0.008199999999999999
03/04/2025,-0.0121
03/03/2025,0.0125
02/28/2025,0.0036
02/27/2025,-0.006500000000000001
02/26/2025,0.0013
02/25/2025,0.0055000000000000005
02/24/2025,0.0004
02/21/2025,0.011000000000000001
02/20/2025,0.0007000000000000001
02/19/2025,-0.0074
02/18/2025,0.0015
02/17/2025,0.0027
02/14/2025,-0.0084
02/13/2025,0.018500000000000003
02/12/2025,0.0016
02/11/2025,0.0053
02/10/2025,0.0027
02/07/2025,-0.0024
02/06/2025,0.0036
02/05/2025,0.0083
02/04/2025,-0.005699999999999999
02/03/2025,-0.004
01/31/2025,-0.0006
01/30/2025,0.0059
01/29/2025,0.006
01/28/2025,0.0031
01/27/2025,0.0105
01/24/2025,0.0018
01/23/2025,0.004699999999999999
01/22/2025,0.008
01/21/2025,0.0060999999999999995
01/20/2025,0.0039000000000000003
01/17/2025,0.004
01/16/2025,0.013600000000000001
01/15/2025,0.0068000000000000005
01/14/2025,0.0001
01/13/2025,-0.0076
01/10/2025,-0.0113
01/09/2025,0.0043
01/08/2025,0.0038
01/07/2025,0.011899999999999999
01/06/2025,0.0058
01/03/2025,0.002
12/30/2024,0.001
12/27/2024,0.0088
12/23/2024,0.0091
12/20/2024,-0.0026
12/19/2024,-0.019299999999999998
12/18/2024,-0.0087
12/17/2024,0.0033
12/16/2024,0.0006
12/13/2024,-0.0018
12/12/2024,0.0029
12/11/2024,0.0034000000000000002
12/10/2024,-0.0101
12/09/2024,-0.0016
12/06/2024,-0.0009
12/05/2024,0.0006
12/04/2024,-0.0043
12/03/2024,0.0004
12/02/2024,0.0055000000000000005
11/29/2024,0.0046
11/28/2024,0.005699999999999999
11/27/2024,0.001
11/26/2024,-0.0039000000000000003
11/25/2024,-0.0032
11/22/2024,0.0108
11/21/2024,0.0045000000000000005
11/20/2024,-0.0002
11/19/2024,-0.0084
11/18/2024,0.0011
11/15/2024,-0.013300000000000001
11/14/2024,0.0068000000000000005
11/13/2024,-0.0007000000000000001
11/12/2024,-0.016
11/11/2024,0.0089
11/08/2024,-0.01
11/07/2024,0.0059
11/06/2024,-0.0016
11/05/2024,-0.0026
11/04/2024,-0.0059
11/01/2024,0.0148
10/31/2024,-0.0146
10/30/2024,-0.011000000000000001
10/29/2024,-0.011200000000000002
10/28/2024,0.0044
10/25/2024,0.0009
10/24/2024,0.0021
10/23/2024,-0.0013
10/22/2024,-0.008
10/21/2024,-0.0053
10/18/2024,0.0018
10/17/2024,0.0091
10/16/2024,-0.0021
10/15/2024,-0.0033
10/14/2024,0.0086
10/11/2024,0.0063
10/10/2024,-0.0037
10/09/2024,0.009300000000000001
10/08/2024,0.0002
10/07/2024,0.001
10/04/2024,-0.0013
10/03/2024,-0.0091
10/02/2024,0.0029
10/01/2024,-0.0068000000000000005
09/30/2024,-0.0053
09/27/2024,0.002
09/26/2024,0.005
09/25/2024,0.0083
09/24/2024,0.006999999999999999
09/23/2024,0.0026
09/20/2024,-0.0103
09/19/2024,0.0063
09/18/2024,-0.005
09/17/2024,0.0031
09/16/2024,-0.0026
09/13/2024,0.0046
09/12/2024,0.005
09/11/2024,-0.0034999999999999996
09/10/2024,-0.0013
09/09/2024,0.0060999999999999995
09/06/2024,-0.0102
09/05/2024,-0.011899999999999999
09/04/2024,-0.0139
09/03/2024,-0.0083
09/02/2024,0.0012
08/30/2024,0.0015
08/29/2024,0.005600000000000001
08/28/2024,0.0042
08/27/2024,-0.004699999999999999
08/26/2024,0.0006
08/23/2024,0.0034000000000000002
08/22/2024,0.0045000000000000005
08/21/2024,-0.0013
08/20/2024,-0.0007000000000000001
08/19/2024,0.0070999999999999995
08/16/2024,0.0032
08/15/2024,0.006500000000000001
08/14/2024,0.012
08/13/2024,0.0046
08/12/2024,0.0007000000000000001
08/09/2024,0.0033
08/08/2024,-0.0013
08/07/2024,0.028900000000000002
08/06/2024,-0.0028000000000000004
08/05/2024,-0.027999999999999997
08/02/2024,-0.0359
07/31/2024,0.0029
