Date,Return
10/31/2025,-0.0132
10/30/2025,-0.004699999999999999
10/29/2025,-0.0025
10/28/2025,0.0204
10/27/2025,0.0019
10/24/2025,-0.0004
10/23/2025,0.0068000000000000005
10/22/2025,0.0149
10/21/2025,-0.0015
10/20/2025,0.0176
10/17/2025,-0.0040999999999999995
10/16/2025,-0.006
10/15/2025,0.0217
10/14/2025,-0.011699999999999999
10/13/2025,0.0001
10/10/2025,-0.0024
10/09/2025,-0.0026
10/08/2025,0.0029
10/07/2025,0.0087
10/06/2025,-0.009300000000000001
10/03/2025,0.0038
10/02/2025,0.0045000000000000005
10/01/2025,0.008
09/30/2025,-0.0008
09/29/2025,-0.0001
09/26/2025,0.0111
09/25/2025,-0.011000000000000001
09/24/2025,0.003
09/23/2025,0.0053
09/22/2025,-0.0008
09/19/2025,-0.0036
09/18/2025,-0.0019
09/17/2025,-0.0023
09/16/2025,-0.016399999999999998
09/15/2025,0.0109
09/12/2025,-0.0066
09/11/2025,0.0149
09/10/2025,-0.008
09/09/2025,-0.0097
09/08/2025,0.019799999999999998
09/05/2025,-0.0045000000000000005
09/04/2025,0.0177
09/03/2025,0.0045000000000000005
09/02/2025,-0.0002
09/01/2025,-0.0097
08/29/2025,-0.0124
08/28/2025,-0.0084
08/27/2025,-0.0177
08/26/2025,0.001
08/25/2025,0.009000000000000001
08/22/2025,-0.040999999999999995
08/21/2025,0.0125
08/20/2025,-0.0034999999999999996
08/19/2025,0.011200000000000002
08/18/2025,0.0062
08/14/2025,-0.0152
08/13/2025,-0.0064
08/12/2025,0.006
08/11/2025,-0.0086
08/08/2025,0.0088
08/07/2025,0.0168
08/06/2025,0.0219
08/05/2025,-0.0036
08/04/2025,0.0011
08/01/2025,-0.0227
07/31/2025,-0.010700000000000001
07/30/2025,0.0098
07/29/2025,0.0147
07/28/2025,-0.019299999999999998
07/25/2025,-0.0019
07/24/2025,0.0059
07/23/2025,0.0063
07/22/2025,-0.0070999999999999995
07/21/2025,-0.0044
07/18/2025,0.019299999999999998
07/17/2025,0.012199999999999999
07/16/2025,-0.0005
07/15/2025,-0.0039000000000000003
07/14/2025,0.0058
07/11/2025,0.0033
07/10/2025,-0.0161
07/09/2025,0.0022
07/08/2025,0.006500000000000001
07/07/2025,-0.0005
07/04/2025,-0.0074
07/03/2025,0.016200000000000003
