Date,Return
10/31/2025,-0.0103
10/30/2025,0.0064
10/29/2025,0.0008
10/28/2025,-0.0075
10/27/2025,0.0031
10/24/2025,0.0052
10/23/2025,0.008199999999999999
10/22/2025,-0.0006
10/21/2025,0.0002
10/20/2025,0.011000000000000001
10/17/2025,-0.0033
10/16/2025,0.004
10/15/2025,0.0060999999999999995
10/14/2025,-0.0025
10/13/2025,0.0121
10/10/2025,-0.0187
10/09/2025,-0.0023
10/08/2025,-0.0001
10/07/2025,-0.0064
10/06/2025,0.005600000000000001
10/03/2025,0.0027
10/02/2025,0.0113
10/01/2025,0.005699999999999999
09/30/2025,0.0011
09/29/2025,0.0036
09/26/2025,0.0043
09/25/2025,-0.0011
09/24/2025,0.0008
09/23/2025,0.0043
09/22/2025,0.0007000000000000001
09/19/2025,-0.0036
09/18/2025,0.0202
09/17/2025,0.0036
09/16/2025,-0.0083
09/15/2025,0.0113
09/12/2025,0.0034999999999999996
09/11/2025,0.004699999999999999
09/10/2025,-0.0068000000000000005
09/09/2025,0.0033
09/08/2025,0.0067
09/05/2025,-0.0017000000000000001
09/04/2025,0.0134
09/03/2025,0.005
09/02/2025,-0.0138
09/01/2025,-0.0004
08/29/2025,-0.0076
08/28/2025,-0.004699999999999999
08/27/2025,0.0031
08/26/2025,-0.0068000000000000005
08/25/2025,-0.002
08/22/2025,0.0059
08/21/2025,-0.0014000000000000002
08/20/2025,0.0076
08/19/2025,0.005600000000000001
08/18/2025,0.0013
08/15/2025,-0.0029
08/14/2025,-0.002
08/13/2025,0.005600000000000001
08/12/2025,0.0011
08/11/2025,0.0031
08/08/2025,-0.0013
08/07/2025,0.0097
08/06/2025,-0.0034999999999999996
08/05/2025,-0.0019
08/04/2025,0.0044
08/01/2025,-0.0191
07/31/2025,-0.008100000000000001
07/30/2025,-0.0006
07/29/2025,0.0021
07/28/2025,0.0029
07/25/2025,-0.0087
07/24/2025,0.005699999999999999
07/23/2025,0.0077
07/22/2025,-0.008
07/21/2025,-0.0038
07/18/2025,-0.0029
07/17/2025,0.0137
07/16/2025,-0.0229
07/15/2025,0.003
07/14/2025,-0.0011
07/11/2025,-0.0063
07/10/2025,0.009300000000000001
07/09/2025,0.0022
07/08/2025,0.003
07/07/2025,0.0060999999999999995
07/04/2025,-0.0075
07/03/2025,0.0052
07/02/2025,0.0015
07/01/2025,-0.0045000000000000005
06/30/2025,-0.0075
06/27/2025,0.0104
06/26/2025,-0.0078000000000000005
06/25/2025,-0.0073
06/24/2025,0.0085
06/23/2025,0.0091
06/20/2025,-0.0009
06/19/2025,-0.0085
06/18/2025,-0.0038
06/17/2025,-0.0046
06/16/2025,0.0025
06/13/2025,-0.0084
06/12/2025,-0.0054
06/11/2025,-0.0033
06/10/2025,0.006999999999999999
06/09/2025,0.0023
06/06/2025,0.0048
06/05/2025,0.0016
06/04/2025,0.004
06/03/2025,0.0021
06/02/2025,-0.005
05/30/2025,-0.0014000000000000002
05/29/2025,-0.0002
05/28/2025,-0.0060999999999999995
05/27/2025,0.005600000000000001
05/26/2025,0.008199999999999999
05/23/2025,-0.0103
05/22/2025,-0.0069
05/21/2025,0.0024
05/20/2025,0.0016
05/19/2025,-0.0015
05/16/2025,0.002
05/15/2025,-0.0003
05/14/2025,0.0019
05/13/2025,0.0058
05/12/2025,0.018000000000000002
05/09/2025,0.0043
05/08/2025,0.0066
