Date,Return
10/31/2025,-0.0051
10/30/2025,-0.001
10/29/2025,-0.0006
10/28/2025,-0.0022
10/27/2025,0.0022
10/24/2025,0.0023
10/23/2025,0.0037
10/22/2025,-0.0018
10/21/2025,0.0021
10/20/2025,0.0103
10/17/2025,-0.0095
10/16/2025,0.0069
10/15/2025,0.005699999999999999
10/14/2025,-0.0037
10/13/2025,0.0044
10/10/2025,-0.0125
10/09/2025,-0.0043
10/08/2025,0.0079
10/07/2025,-0.0017000000000000001
10/06/2025,-0.0004
10/03/2025,0.005
10/02/2025,0.0053
10/01/2025,0.0115
09/30/2025,0.0048
09/29/2025,0.0018
09/26/2025,0.0078000000000000005
09/25/2025,-0.0066
09/24/2025,-0.0019
09/23/2025,0.0028000000000000004
09/22/2025,-0.0013
09/19/2025,-0.0016
09/18/2025,0.008
09/17/2025,-0.0003
09/16/2025,-0.011399999999999999
09/15/2025,0.0042
09/12/2025,-0.0009
09/11/2025,0.0055000000000000005
09/10/2025,-0.0002
09/09/2025,0.0006
09/08/2025,0.0052
09/05/2025,-0.0016
09/04/2025,0.0060999999999999995
09/03/2025,0.0066
09/02/2025,-0.015
09/01/2025,0.0023
08/29/2025,-0.0064
08/28/2025,-0.002
08/27/2025,0.001
08/26/2025,-0.0083
08/25/2025,-0.0044
08/22/2025,0.004
08/21/2025,0.0
08/20/2025,0.0023
08/19/2025,0.0069
08/18/2025,0.0008
08/15/2025,-0.0006
08/14/2025,0.0055000000000000005
08/13/2025,0.0054
08/12/2025,0.0021
08/11/2025,-0.0006
08/08/2025,0.0019
08/07/2025,0.0092
08/06/2025,-0.0006
08/05/2025,0.0015
08/04/2025,0.009000000000000001
08/01/2025,-0.0189
07/31/2025,-0.0075
07/30/2025,-0.0002
07/29/2025,0.0029
07/28/2025,-0.0022
07/25/2025,-0.0029
07/24/2025,0.0024
07/23/2025,0.0108
07/22/2025,-0.0040999999999999995
07/21/2025,-0.0008
07/18/2025,-0.0001
07/17/2025,0.0096
07/16/2025,-0.005699999999999999
07/15/2025,-0.0037
07/14/2025,-0.0006
