Date,Return
10/31/2025,-0.0023
10/30/2025,0.0073
10/29/2025,0.0044
10/28/2025,-0.0004
10/27/2025,-0.0021
10/24/2025,0.0019
10/23/2025,0.0058
10/22/2025,0.004
10/21/2025,-0.0064
10/20/2025,0.0070999999999999995
10/17/2025,-0.009000000000000001
10/16/2025,0.0108
10/15/2025,0.0029
10/14/2025,0.0002
10/13/2025,0.0069
10/10/2025,-0.0073
10/09/2025,0.009899999999999999
10/08/2025,0.004
10/07/2025,-0.0075
10/06/2025,0.0078000000000000005
10/03/2025,0.0086
10/02/2025,0.0006
10/01/2025,0.0105
09/30/2025,-0.003
09/29/2025,0.0036
09/26/2025,0.0049
09/25/2025,0.0
09/24/2025,0.0132
09/23/2025,0.012
09/22/2025,0.0019
09/19/2025,-0.0029
09/18/2025,-0.0005
09/17/2025,-0.001
09/16/2025,-0.0037
09/15/2025,0.0024
09/12/2025,-0.0008
09/11/2025,0.0033
09/10/2025,0.0054
09/09/2025,-0.0086
09/08/2025,0.006500000000000001
09/05/2025,-0.0058
09/04/2025,0.0132
09/03/2025,-0.0038
09/02/2025,-0.0171
09/01/2025,0.006500000000000001
08/29/2025,-0.0055000000000000005
08/28/2025,-0.0017000000000000001
08/27/2025,-0.0036
08/26/2025,-0.0092
08/25/2025,-0.0079
08/22/2025,-0.005
08/21/2025,0.0043
08/20/2025,0.0029
08/19/2025,0.0105
08/18/2025,0.0128
08/15/2025,0.0075
08/14/2025,-0.004699999999999999
08/13/2025,0.0006
08/12/2025,0.0013
08/11/2025,-0.0046
08/08/2025,0.0023
08/07/2025,0.0027
08/06/2025,0.004
08/05/2025,-0.0025
08/04/2025,0.013500000000000002
08/01/2025,-0.011000000000000001
07/31/2025,0.006500000000000001
07/30/2025,-0.0034000000000000002
07/29/2025,0.0019
07/28/2025,-0.0044
07/25/2025,-0.0039000000000000003
07/24/2025,0.0025
07/23/2025,-0.0037
07/22/2025,0.0097
07/21/2025,-0.0003
07/18/2025,-0.0028000000000000004
07/17/2025,0.0002
07/16/2025,-0.0017000000000000001
07/15/2025,0.0
07/14/2025,-0.0025
07/11/2025,-0.0027
07/10/2025,-0.005600000000000001
07/09/2025,0.0075
07/08/2025,0.0001
07/07/2025,-0.005699999999999999
07/04/2025,0.003
07/03/2025,0.016
07/02/2025,0.0051
07/01/2025,0.018500000000000003
06/30/2025,-0.0089
06/27/2025,0.0124
06/26/2025,0.0049
06/25/2025,-0.0077
06/24/2025,0.005699999999999999
06/23/2025,-0.004699999999999999
06/20/2025,0.0070999999999999995
06/19/2025,0.0005
06/18/2025,-0.0079
06/17/2025,-0.0131
06/16/2025,0.009399999999999999
06/13/2025,-0.0069
06/12/2025,0.0064
06/11/2025,-0.0021
06/10/2025,0.009399999999999999
06/09/2025,-0.0038
06/06/2025,0.0044
06/05/2025,0.0002
06/04/2025,-0.0049
06/03/2025,0.0040999999999999995
06/02/2025,0.005
05/30/2025,0.0017000000000000001
05/29/2025,0.002
05/28/2025,-0.0013
05/27/2025,-0.0002
05/26/2025,0.005699999999999999
05/23/2025,-0.0060999999999999995
05/22/2025,0.0025
05/21/2025,-0.0026
05/20/2025,0.0175
05/19/2025,0.0019
05/16/2025,0.0060999999999999995
05/15/2025,0.0021
05/14/2025,-0.0019
05/13/2025,0.0111
05/12/2025,0.0176
05/09/2025,-0.0052
05/08/2025,0.0004
05/07/2025,0.0019
05/06/2025,0.0013
05/05/2025,0.0049
05/02/2025,-0.0038
04/30/2025,0.0036
04/29/2025,0.0137
04/28/2025,-0.0101
04/25/2025,0.009300000000000001
04/24/2025,0.0060999999999999995
04/23/2025,0.001
04/22/2025,0.013999999999999999
04/17/2025,-0.0015
04/16/2025,0.0059
04/15/2025,0.0187
04/14/2025,0.0095
04/11/2025,0.0181
04/10/2025,0.0241
04/09/2025,-0.0285
04/08/2025,0.027999999999999997
04/07/2025,-0.056299999999999996
04/04/2025,-0.0475
04/03/2025,0.0013
04/02/2025,0.0011
04/01/2025,0.0124
03/31/2025,-0.0123
03/28/2025,0.0075
03/27/2025,0.0018
03/26/2025,0.008
03/25/2025,0.0086
03/24/2025,-0.0034999999999999996
03/21/2025,-0.0092
03/20/2025,-0.0060999999999999995
03/19/2025,-0.0033
03/18/2025,0.010700000000000001
03/17/2025,0.012
03/14/2025,0.0073
03/13/2025,-0.0060999999999999995
03/12/2025,0.0036
03/11/2025,-0.0001
03/10/2025,-0.011899999999999999
03/07/2025,0.0195
03/06/2025,-0.0064
03/05/2025,0.0049
03/04/2025,-0.016399999999999998
03/03/2025,0.0017000000000000001
02/28/2025,-0.0064
02/27/2025,-0.0207
02/26/2025,0.01
02/25/2025,0.0147
02/24/2025,0.016200000000000003
02/21/2025,0.0038
02/20/2025,0.0016
02/19/2025,-0.0019
02/18/2025,0.0097
02/17/2025,-0.0046
02/14/2025,0.0104
02/13/2025,0.0089
02/12/2025,-0.0053
02/11/2025,-0.0001
02/10/2025,0.0083
02/07/2025,-0.0038
02/06/2025,0.0005
02/05/2025,0.0022
02/04/2025,0.0078000000000000005
02/03/2025,-0.0089
01/31/2025,-0.0016
01/30/2025,0.0007000000000000001
01/29/2025,0.0062
01/28/2025,0.0037
01/27/2025,-0.005699999999999999
01/24/2025,-0.0025
01/23/2025,0.0023
01/22/2025,-0.0096
01/21/2025,-0.0023
01/20/2025,0.0031
01/17/2025,0.010700000000000001
01/16/2025,0.0055000000000000005
01/15/2025,0.0129
01/14/2025,0.0073
01/13/2025,0.0049
01/10/2025,-0.015300000000000001
01/09/2025,0.0042
01/08/2025,-0.0046
01/07/2025,-0.0053
01/06/2025,-0.0015
01/03/2025,0.0051
01/02/2025,0.0055000000000000005
12/31/2024,0.0016
12/30/2024,-0.001
12/27/2024,0.0076
12/24/2024,0.0032
12/23/2024,0.0046
12/20/2024,-0.0023
12/19/2024,-0.0005
12/18/2024,-0.0028000000000000004
12/17/2024,-0.008
12/16/2024,0.0014000000000000002
12/13/2024,-0.0011
12/12/2024,0.0014000000000000002
12/11/2024,0.0014000000000000002
12/10/2024,-0.0019
12/09/2024,0.0029
12/06/2024,-0.0118
12/05/2024,0.005699999999999999
12/04/2024,-0.004699999999999999
12/03/2024,0.0068000000000000005
12/02/2024,-0.0087
11/29/2024,-0.002
11/28/2024,0.002
11/27/2024,0.0004
11/26/2024,-0.0036
11/25/2024,0.004699999999999999
11/22/2024,0.0076
11/21/2024,0.0012
11/20/2024,-0.001
11/19/2024,-0.0084
11/18/2024,-0.0023
11/15/2024,0.0084
11/14/2024,0.0127
11/13/2024,-0.006
11/12/2024,-0.0137
11/11/2024,0.0051
11/08/2024,0.0060999999999999995
11/07/2024,0.0023
11/06/2024,-0.0327
11/05/2024,-0.0055000000000000005
11/04/2024,-0.0015
